github_repo	name	url	license	maker	owner_type	description	language	stars	homepage	created_at	pushed_at	archived	topics	error
Guillermo-villar/AI-Explainability-and-Ethics-on-Random-Forests	Ai-Explainability-And-Ethics-On-Random-Forests	https://github.com/Guillermo-villar/AI-Explainability-and-Ethics-on-Random-Forests	None	Guillermo-villar	User	AI Explainability and Ethics -- Reports on explainability of Random Forests	None	0		2023-10-16T20:09:54Z	2023-10-16T20:14:15Z	False		
Privacy-Engineering-CMU/ai-risk-prettified	Ai-Risk-Prettified	https://github.com/Privacy-Engineering-CMU/ai-risk-prettified	MIT	Privacy-Engineering-CMU	Organization	A prettified page for MIT's AI Risk Database	HTML	0	https://privacy-engineering-cmu.github.io/ai-risk-prettified/	2024-08-14T18:29:29Z	2024-08-24T02:47:07Z	False	ai;ai-ethics;ai-risk;ai-safety;artificial-intelligence;deep-learning;ethics;ethics-in-ai;jailbreak;large-language-model;large-language-models;llm;llm-safety;llms;machine-learning;privacy;risk;risk-analysis;safety	
ahdediu/AI-Writing-Survey	Ai-Writing-Survey	https://github.com/ahdediu/AI-Writing-Survey	MIT	ahdediu	User	This repository contains the results of a survey about the use of AI for academic writing. The survey includes responses from 24 participants, each answering 7 questions regarding various stages and tools used for writing a paper. Additionally, the survey captures participants' opinions on the ethics of using AI in academic writing.	None	0		2024-12-20T15:58:53Z	2025-11-23T15:41:29Z	False		
MoritzCSchmidt/ai_ethics	Ai_Ethics	https://github.com/MoritzCSchmidt/ai_ethics	None	MoritzCSchmidt	User	Slides for AI ethics in Software Engineering	None	0		2024-03-27T23:55:55Z	2024-10-15T11:33:04Z	False		
ofchurches/AI_ethics_bookclub	Ai_Ethics_Bookclub	https://github.com/ofchurches/AI_ethics_bookclub	None	ofchurches	User	This repository has details regarding books read and to be read by the AICN Ethics Bookclub	None	10		2020-08-20T04:15:13Z	2020-11-30T04:19:13Z	False	capitalism;ethical-artificial-intelligence;ethics;justice;regulations-gov	
fhdsl/AI_for_Efficient_Programming	Ai_For_Efficient_Programming	https://github.com/fhdsl/AI_for_Efficient_Programming	CC-BY-4.0	fhdsl	Organization	This course on AI for software development explores the use of AI large language models (ChatGPT, Bard, etc) and their potential benefits and challenges. Hands-on activities show the ways in which AI can speed up software development tasks and free up time for more creative and strategic work, maximizing benefits/efficiency while limiting harm.	CSS	5	https://hutchdatascience.org/AI_for_Efficient_Programming/	2023-03-31T19:32:10Z	2026-08-01T00:31:47Z	False	ai-uses;annotate-code;artificial-intelligence;audience-researchers;audience-software-developers;category-software-dev;chatbot;course;data4all;ethics;hutch-course;itn-course;launched-apr2023;learn-ai;llm;refactor-code;software-learning;understand-code;write-code	
dimits-ts/ai_gdpr	Ai_Gdpr	https://github.com/dimits-ts/ai_gdpr	None	dimits-ts	User	A brief report exploring the impact of AI technologies on European citizens and the compliance challenges posed by the General Data Protection Regulation (GDPR), covering sections such as GDPR and AI interaction, privacy implications, democracy, discrimination, public and private sectors, transparency, and privacy-by-design.	TeX	1		2024-04-03T11:54:55Z	2024-04-03T12:01:48Z	False	ai;ai-governance;ethics;gdpr;legislation;privacy-by-design	
tonyteolis/aiethics-safety2020	Aiethics-Safety2020	https://github.com/tonyteolis/aiethics-safety2020	None	tonyteolis	User	This collection of policies, reports, and articles on Ethics and Safety in Artificial Intelligence is the result of a desire to learn the landscape of influencers in Artificial Intelligence technology and its impact on society.	None	0	https://tonyteolis.com	2019-11-26T02:57:50Z	2019-11-26T03:06:21Z	False		
KristiArbo/biasbounty1_humaneintelligence	Biasbounty1_Humaneintelligence	https://github.com/KristiArbo/biasbounty1_humaneintelligence	None	KristiArbo	User	This repo contains my coding notebook for the tutorial series I made for the beginner level bias bounty challenge hosted by Humane Intelligence. I am an AI Ethics Fellow at Humane Intelligence.	Jupyter Notebook	0	https://www.humane-intelligence.org/bounty1	2024-08-04T18:00:44Z	2025-09-27T19:35:19Z	False	bias-detection;generative-ai;llm-evaluation;nlp;nlp-keywords-extraction;python	
SciEcon/blockchain-ethics	Blockchain-Ethics	https://github.com/SciEcon/blockchain-ethics	MIT	SciEcon	Organization	Replication Code for: AI Ethics on Blockchain: Topic Analysis on Twitter Data for Blockchain Security	Jupyter Notebook	1	https://arxiv.org/abs/2212.06951	2022-11-22T14:13:40Z	2023-07-21T10:48:07Z	False	ai-ethics;blockchain;mev;security;topic-analysis;twitter-data	
JonBarrueco/BucovIA	Bucovia	https://github.com/JonBarrueco/BucovIA												gh: Not Found (HTTP 404)
andre-ye/cse582-final-project	Cse582-Final-Project	https://github.com/andre-ye/cse582-final-project	None	andre-ye	User	Code for CSE 582: AI Ethics final project: Representing the Discursive Construction of Morality	Python	0		2024-05-28T01:34:17Z	2024-05-29T04:42:15Z	False		
SharuGitHubSpace/CSI5195-EthicsinAI-FinalReport	Csi5195-Ethicsinai-Finalreport	https://github.com/SharuGitHubSpace/CSI5195-EthicsinAI-FinalReport	None	SharuGitHubSpace	User	CSI 5195 - Ethics in Artificial intelligence - Final report - Supporting Document 1	None	0		2023-04-18T15:43:24Z	2023-04-18T15:47:21Z	False		
Prat-ikea/DERAI	Derai	https://github.com/Prat-ikea/DERAI	None	Prat-ikea	User	Our Digital Ethics and Responsible AI code reorganizes information in predictions and user behavior to prioritize explainability. Our multimodal approach makes predictions and user behavior more transparent, increasing accountability and ethical practices in AI.	Python	0		2023-01-06T11:32:41Z	2023-01-06T11:41:46Z	False		
zulrich91/Ethics	Ethics	https://github.com/zulrich91/Ethics	None	zulrich91	User	The repository contains a number of interesting resources on ethics in general, ethics of AI and the ethical concerns of AI in medecine. 	None	0		2020-01-13T08:08:27Z	2020-03-05T22:39:08Z	False		
matthewivan/Ethics-in-AI-CNNs-for-Lung-Disease	Ethics-In-Ai-Cnns-For-Lung-Disease	https://github.com/matthewivan/Ethics-in-AI-CNNs-for-Lung-Disease	GPL-3.0	matthewivan	User	Exploring CNNs and autoencoders for lung disease detection, with a focus on ethical implications in medical applications, including COVID-19 and pneumonia classification.	Jupyter Notebook	0		2024-12-15T04:00:35Z	2024-12-17T05:05:33Z	False		
mlund2k/Ethics-Simulation-Server-Client	Ethics-Simulation-Server-Client	https://github.com/mlund2k/Ethics-Simulation-Server-Client	None	mlund2k	User	Project Assets for academic project simulating an AI ethics problem using object oriented programming, and json servers	C++	0		2024-10-25T20:25:02Z	2024-10-25T20:43:38Z	False		
divss98/Fake_News_Detection	Fake_News_Detection	https://github.com/divss98/Fake_News_Detection	None	divss98	User	Code for Fake News Detection using NLP and Neural Networks for the scientific article AI Ethics: An Evaluation of Modern World Technologies. This is part of the course requirement DSCI 552, Applied Machine Learning offered by USC	Jupyter Notebook	2		2021-04-26T07:59:11Z	2021-05-01T07:51:26Z	False		
jesmith14/GenerativeAIEthicsPlaybook	Generativeaiethicsplaybook	https://github.com/jesmith14/GenerativeAIEthicsPlaybook	None	jesmith14	User	This is the color-coded pdf version of the Generative AI Ethics Playbook	HTML	0		2024-10-16T01:24:13Z	2025-01-25T19:15:06Z	False		
mokshadewmini/Global_AI_Ethics_Conference_Official_Website--Dubai	Global_Ai_Ethics_Conference_Official_Website--Dubai	https://github.com/mokshadewmini/Global_AI_Ethics_Conference_Official_Website--Dubai	None	mokshadewmini	User	This repository contains the source code for the official website of the Global AI Ethics Conference 2024, held in Dubai.	PHP	1	https://globalaiethics.com/	2024-12-28T08:29:29Z	2024-12-28T17:01:18Z	False		
hsma-programme/h6_4c_ethics_in_ai	H6_4C_Ethics_In_Ai	https://github.com/hsma-programme/h6_4c_ethics_in_ai	NOASSERTION	hsma-programme	Organization	Materials for HSMA 6 Session 4C	None	0		2024-03-14T14:26:01Z	2024-03-14T14:27:05Z	False		
afondiel/Intro-to-AI-Ethics-Free-Course-Kaggle	Intro-To-Ai-Ethics-Free-Course-Kaggle	https://github.com/afondiel/Intro-to-AI-Ethics-Free-Course-Kaggle	None	afondiel	User	Explore practical tools to guide the moral design of AI systems.	HTML	1	https://afondiel.github.io/Intro-to-AI-Ethics-Free-Course-Kaggle/	2023-12-16T22:32:46Z	2024-01-27T23:01:42Z	False	ai-ethics;free-courses;kaggle;kaggle-competition;responsible-ai	
HCI-Blockchain/NFT-2023	Nft-2023	https://github.com/HCI-Blockchain/NFT-2023	MIT	HCI-Blockchain	Organization	Replication Code for: On the Mechanics of NFT Valuation: AI Ethics and Social Media	Jupyter Notebook	5	https://arxiv.org/abs/2307.10201	2023-01-04T13:07:18Z	2023-07-21T12:08:46Z	False	ai-ethics;blockchain;nft;social-media;valuation	
AccSrd/NTU_MSAI_AI6101_Introdution	Ntu_Msai_Ai6101_Introdution	https://github.com/AccSrd/NTU_MSAI_AI6101_Introdution	Apache-2.0	AccSrd	User	[AI6101] Introduction to AI & AI Ethics is a core course of MSAI, SCSE, NTU, Singapore. The repository corresponds to the AI6101 of Semester 1, AY2021-2022, starting from 08/2021. The instructors of this course are Prof. Bo An, Prof. Yu Han, and Dr. Melvin Chen.	Python	7		2022-01-15T17:14:50Z	2023-11-08T12:23:01Z	False	ai6101;msai;ntu;reinforcement-learning;responsible-ai;scse-ntu	
christianmcb/PimEyesDataEthics	Pimeyesdataethics	https://github.com/christianmcb/PimEyesDataEthics												gh: Not Found (HTTP 404)
ai4society/sentiment-rating	Sentiment-Rating	https://github.com/ai4society/sentiment-rating	None	ai4society	Organization	The purpose of this repo is to run sentiment analysis models, test them for their sensitivity to change in gender and race related attributes, and rate them based on this behavior. 	Python	1		2021-05-20T14:45:43Z	2022-04-08T18:56:51Z	False	ai;ethics;rating	
azgausen/sociotechnical-transparency-abm	Sociotechnical-Transparency-Abm	https://github.com/azgausen/sociotechnical-transparency-abm	BSD-3-Clause	azgausen	User	This repository contains the core logic for the code used in: Gausen, A., Guo, C. & Luk, W. An approach to sociotechnical transparency of social media algorithms using agent-based modelling. AI Ethics (2024).	C++	0		2024-12-01T15:12:12Z	2024-12-01T15:16:13Z	False		
metaversityfoundation/StartYourJourney	Startyourjourney	https://github.com/metaversityfoundation/StartYourJourney	MIT	metaversityfoundation	Organization	Starting place to become a Reality Engineer - 3D, XR, AI, Ethics	None	1		2021-09-25T21:32:47Z	2021-09-25T21:35:53Z	False	3d;ai;ethics;xr	
stuenofotso/Towards_Certified_Ethical_AI	Towards_Certified_Ethical_Ai	https://github.com/stuenofotso/Towards_Certified_Ethical_AI	None	stuenofotso	User	This repository is about a proposal to allow the definition of ethical artificial intelligences for which ethics can be certified. The proposal is based on definition of ethics ontologies, each ontology aiming at formalizing some ethical principles of interest. 	TeX	0		2019-08-08T23:20:24Z	2019-08-08T23:25:40Z	False		
oakleighw/upliftingPoleAi_BSc_dissertation	Upliftingpoleai_Bsc_Dissertation	https://github.com/oakleighw/upliftingPoleAi_BSc_dissertation	None	oakleighw	User	Contains dissertation code and report for my level 3 BSc Computer Science 'Project' module. I achieved 84% in this assessment, and I am very proud of this work which covers domains in AI, Machine learning, data science, Ux and ethics. It also applies technology to a niche which has made a greatly positive impact on my life; Pole Sport.	Jupyter Notebook	0		2022-06-21T10:20:37Z	2022-06-21T10:44:51Z	False		
Nkluge-correa/worldwide_AI-ethics	Worldwide_Ai-Ethics	https://github.com/Nkluge-correa/worldwide_AI-ethics	NOASSERTION	Nkluge-correa	User	Worldwide AI Ethics (WAIE) is a systematic literature review done by AIRES researchers at PUCRS.	Jupyter Notebook	17	https://nkluge-correa.github.io/worldwide_AI-ethics/	2022-09-06T17:52:39Z	2025-11-30T14:08:01Z	False	ai-ethics;dashboard	
lupantech/AgentFlow	AgentFlow	https://github.com/lupantech/AgentFlow	MIT	lupantech	User	AgentFlow: In-the-Flow Agentic System Optimization	Python	2006	https://agentflow.stanford.edu	2025-09-27T02:17:05Z	2026-02-08T14:00:53Z	False	agentic-ai;agentic-systems;llms;llms-reasoning;multi-agent-systems;reinforcement-learning;tool-augmented	
NikitaDmitrieff/auto-co-meta	auto-co	https://github.com/NikitaDmitrieff/auto-co-meta	MIT	NikitaDmitrieff	User	Autonomous AI Company OS — 14 AI agents loop 24/7, ship real software	TypeScript	41	https://runautoco.com	2026-03-06T20:48:53Z	2026-06-14T20:52:40Z	False	agent-framework;ai;ai-agents;ai-company;anthropic;automation;autonomous;autonomous-agents;bash;claude;claude-code;indie-hacker;llm;multi-agent;open-source;saas;startup;startup-tools	
Torantulino/Auto-GPT	Auto-GPT	https://github.com/Torantulino/Auto-GPT	NOASSERTION	Significant-Gravitas	Organization	AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.	Python	186689	https://agpt.co	2023-03-16T09:21:07Z	2026-08-20T00:45:56Z	False	agentic-ai;agents;ai;artificial-intelligence;autonomous-agents;claude;gpt;llama-api;llm;openai;python	
farol-team/gnap	GNAP	https://github.com/farol-team/gnap	MIT	farol-team	Organization	GNAP — Git-Native Agent Protocol. RFC Draft for git-based agent orchestration. Zero servers.	None	81		2026-03-12T11:03:39Z	2026-03-17T21:12:21Z	False	agent-coordination;agent-orchestration;agentic;ai;ai-agents;devtools;git;llm;multi-agent;protocol	
khoj-ai/khoj	Khoj-ai	https://github.com/khoj-ai/khoj	AGPL-3.0	khoj-ai	Organization	Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free.	Python	36572	https://khoj.dev	2021-08-16T01:48:44Z	2026-08-02T01:55:40Z	False	agent;ai;assistant;chat;chatgpt;emacs;image-generation;llama3;llamacpp;llm;obsidian;obsidian-md;offline-llm;productivity;rag;research;self-hosted;semantic-search;stt;whatsapp-ai	
strands-agents/sdk-python	Strands Agents SDK	https://github.com/strands-agents/sdk-python	Apache-2.0	strands-agents	Organization	Build an agent harness and control it end-to-end. Open-source SDK for production AI agents in Python & TypeScript - any model, any cloud.	Python	6956	http://strandsagents.com/	2025-05-14T19:59:51Z	2026-08-19T20:11:37Z	False	agent-framework;agentic;agentic-ai;agents;ai;ai-agents;anthropic;autonomous-agents;bedrock;generative-ai;harness;llm;llm-agent;mcp;multi-agent-systems;openai;python;sdk;strands-agents;typescript	
sagiyaacoby/TeamHero	TeamHero	https://github.com/sagiyaacoby/TeamHero	MIT	sagiyaacoby	User	Structured AI agent orchestration - manage agents like a real team. Open source, self-hosted, MIT licensed.	JavaScript	35		2026-03-15T20:39:41Z	2026-04-03T16:56:27Z	False	agent-framework;ai;ai-agents;claude;claude-code;developer-tools;mit-license;multi-agent;open-source;orchestration;self-hosted;task-management	
OpenMOSS/AnyGPT	Anygpt	https://github.com/OpenMOSS/AnyGPT	None	OpenMOSS	Organization	Code for "AnyGPT: Unified Multimodal LLM with Discrete Sequence Modeling"	Python	882		2024-02-18T08:09:11Z	2024-08-27T13:34:35Z	False		
zhilizju/Awesome-instruction-tuning	Awesome-Instruction-Tuning	https://github.com/zhilizju/Awesome-instruction-tuning	Apache-2.0	zhilizju	User	A curated list of awesome instruction tuning datasets, models, papers and repositories.	Python	344		2023-03-26T04:58:24Z	2023-06-12T10:00:13Z	False	alpaca;awesome;awesome-list;chatgpt;cross-task-generalization;gpt;in-context-learning;instruct-gpt;instruction-tuning;llm;llms;zero-shot	
clinicalml/co-llm	Co-Llm	https://github.com/clinicalml/co-llm	None	clinicalml	Organization	Co-LLM: Learning to Decode Collaboratively with Multiple Language Models	Python	129	https://arxiv.org/abs/2403.03870	2024-03-04T18:55:18Z	2024-05-07T15:13:10Z	False		
haseeb-heaven/code-interpreter	Code-Interpreter	https://github.com/haseeb-heaven/code-interpreter	Apache-2.0	haseeb-heaven	User	Open-source AI agent that brings the power of open models directly into your terminal.	TypeScript	279	https://www.npmjs.com/package/@haseeb_heaven/open-agent	2023-10-06T04:08:43Z	2026-08-03T15:59:22Z	False	bard-coder;bing-coder;bingai;chatbot;chatgpt;code-interpreter;code-llama;google-bard;gpt;gpt-4;huggingface;interpreter;llm;llm-coder;open-interpreter;openai;phind-coder;python;wizard-coder	
